Entity,Code,Year,Life satisfaction in Cantril Ladder (World Happiness Report 2021),Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Number),Prevalence - Mental disorders - Sex: Both - Age: All Ages (Number),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Continent
Pakistan,PAK,2014,5.436,5740650,22255898,8.9,1.83,Asia
Philippines,PHL,2014,5.313,2563746,11545134,2.3,3.6,Asia
Saudi Arabia,SAU,2014,6.278,1407758,4398918,6.6,5.72,Asia
Sri Lanka,LKA,2014,4.268,641399,2386706,13.1,4.19,Asia
Tajikistan,TJK,2014,4.896,199706,858148,4.1,8.17,Asia
Thailand,THA,2014,6.985,2387780,8556321,7.8,0.58,Asia
Turkey,TUR,2014,5.58,3454682,11500964,2.3,9.88,Asia
Turkmenistan,TKM,2014,5.787,138341,469630,6.8,3.97,Asia
United Arab Emirates,ARE,2014,6.54,381940,1201773,7,1.84,Asia
Uzbekistan,UZB,2014,6.049,899991,3079341,9,5.1,Asia
Vietnam,VNM,2014,5.085,2422122,8819617,7.6,1.26,Asia
Yemen,YEM,2014,3.968,1081971,3980497,5.7,13.47,Asia
Afghanistan,AFG,2015,3.983,1238345,5169607,4,11.39,Asia
Bahrain,BHR,2015,6.007,73417,214651,7.4,1.32,Asia
Bangladesh,BGD,2015,4.633,6588316,17325560,3.4,4.38,Asia
Bhutan,BTN,2015,5.082,27978,87845,4.5,2.45,Asia
Cambodia,KHM,2015,4.162,429336,1860107,5.1,0.39,Asia
China,CHN,2015,5.304,48058838,155864085,8.1,4.6,Asia
India,IND,2015,4.342,46523772,179696402,12.3,5.56,Asia
Indonesia,IDN,2015,5.043,6074387,26398837,2.4,4.51,Asia
Iran,IRN,2015,4.75,4338028,15493044,6.3,11.06,Asia
Iraq,IRQ,2015,4.493,1389713,5513823,4.1,10.72,Asia
Israel,ISR,2015,7.079,363273,1153669,4.5,5.25,Asia
Japan,JPN,2015,5.88,3257460,12887752,19.1,3.4,Asia
Jordan,JOR,2015,5.405,361824,1354503,1.5,13.08,Asia
Kazakhstan,KAZ,2015,5.95,616094,1744323,23.2,4.93,Asia
Kuwait,KWT,2015,6.146,170114,532540,2.6,2.2,Asia
Kyrgyzstan,KGZ,2015,4.905,190813,636349,9.9,7.56,Asia
Lebanon,LBN,2015,5.172,253984,810950,2.8,6.31,Asia
Malaysia,MYS,2015,6.322,1104383,3520260,4.8,3.1,Asia
Mongolia,MNG,2015,4.983,121830,324694,20,4.86,Asia
Nepal,NPL,2015,4.812,1239476,3745254,8.5,3.1,Asia
Pakistan,PAK,2015,4.823,5920806,22892311,9,3.57,Asia
Philippines,PHL,2015,5.547,2624364,11733041,2.3,3.07,Asia
Qatar,QAT,2015,6.375,114395,349103,6.1,0.17,Asia
Saudi Arabia,SAU,2015,6.345,1464782,4544286,6.3,5.59,Asia
Sri Lanka,LKA,2015,4.612,650019,2408403,15.1,4.52,Asia
Syria,SYR,2015,3.462,579781,2326313,1.7,8.5,Asia
Tajikistan,TJK,2015,5.124,205838,875752,4.1,7.53,Asia
Thailand,THA,2015,6.202,2419561,8591261,8,0.6,Asia
Turkey,TUR,2015,5.514,3512825,11640724,2.3,10.24,Asia
Turkmenistan,TKM,2015,5.791,140393,474040,6.3,3.94,Asia
United Arab Emirates,ARE,2015,6.568,389512,1217828,6.5,1.74,Asia
Uzbekistan,UZB,2015,5.972,919544,3121772,9.2,5.2,Asia
Vietnam,VNM,2015,5.076,2462610,8919049,7.7,1.85,Asia
Yemen,YEM,2015,2.983,1118575,4111654,5.5,13.4,Asia
Afghanistan,AFG,2016,4.22,1283786,5332320,4,11.31,Asia
Bahrain,BHR,2016,6.17,74356,216348,7.7,1.38,Asia
Bangladesh,BGD,2016,4.556,6749196,17564361,3.4,4.35,Asia
Cambodia,KHM,2016,4.461,438667,1885387,5.1,0.72,Asia
China,CHN,2016,5.325,48704715,157595907,8.2,4.5,Asia
India,IND,2016,4.179,47562311,182305698,12.1,5.51,Asia
Indonesia,IDN,2016,5.136,6164628,26666914,2.4,4.3,Asia
Iran,IRN,2016,4.653,4390542,15536674,6.2,12.43,Asia
Iraq,IRQ,2016,4.413,1430248,5614682,4,10.82,Asia
Israel,ISR,2016,7.159,368985,1173646,5.2,4.8,Asia
Japan,JPN,2016,5.955,3258095,12836080,17.5,3.1,Asia
Jordan,JOR,2016,5.271,381523,1425247,1.5,15.28,Asia
Kazakhstan,KAZ,2016,5.534,623511,1765226,21.7,4.96,Asia
Kuwait,KWT,2016,5.947,178583,556734,2.6,2.16,Asia
Kyrgyzstan,KGZ,2016,4.857,193577,644781,8.6,7.21,Asia
Lebanon,LBN,2016,5.271,255764,815921,2.7,6.26,Asia
Mongolia,MNG,2016,5.057,124582,333846,20.1,7.24,Asia
Nepal,NPL,2016,5.1,1264867,3793577,8.5,3.05,Asia
Pakistan,PAK,2016,5.549,6097400,23525435,9.1,3.78,Asia
Philippines,PHL,2016,5.431,2681047,11919765,2.2,2.69,Asia
Saudi Arabia,SAU,2016,6.474,1515762,4679058,6.3,5.65,Asia
Tajikistan,TJK,2016,5.104,211385,892718,4.3,6.9,Asia
Thailand,THA,2016,6.074,2447533,8628521,8.5,0.69,Asia
Turkey,TUR,2016,5.326,3521885,11706511,2.3,10.84,Asia
Turkmenistan,TKM,2016,5.887,142384,478680,6.2,3.9,Asia
United Arab Emirates,ARE,2016,6.831,395425,1228228,6,1.64,Asia
Uzbekistan,UZB,2016,5.893,937088,3162809,9.1,5.2,Asia
Vietnam,VNM,2016,5.062,2505284,8992117,7.7,1.85,Asia
Yemen,YEM,2016,3.826,1154235,4260640,5.7,13.31,Asia
Afghanistan,AFG,2017,2.662,1332807,5510364,4.1,11.18,Asia
Bahrain,BHR,2017,6.227,75265,217966,8.1,1.44,Asia
Bangladesh,BGD,2017,4.31,6902281,17803180,3.5,4.37,Asia
Cambodia,KHM,2017,4.586,448504,1912735,5,0.14,Asia
China,CHN,2017,5.099,49303509,159422086,8.1,4.4,Asia
India,IND,2017,4.046,48602578,184811945,12,5.41,Asia
Indonesia,IDN,2017,5.098,6256963,26928883,2.4,3.88,Asia
Iran,IRN,2017,4.717,4436640,15569360,6,12.1,Asia
Iraq,IRQ,2017,4.462,1470673,5720253,3.9,13.02,Asia
Israel,ISR,2017,7.331,375278,1194618,5.1,4.22,Asia
Japan,JPN,2017,5.911,3259497,12785986,17,2.8,Asia
Jordan,JOR,2017,4.808,401963,1496536,1.5,15.78,Asia
Kazakhstan,KAZ,2017,5.882,630862,1787300,20.8,4.9,Asia
Kuwait,KWT,2017,6.094,187097,580623,2.7,2.25,Asia
Kyrgyzstan,KGZ,2017,5.63,196321,653744,8.3,6.89,Asia
Laos,LAO,2017,4.623,175488,788742,5.6,0.65,Asia
Lebanon,LBN,2017,5.154,256665,820530,3,6.18,Asia
Mongolia,MNG,2017,5.334,127128,343228,19.2,6.36,Asia
Nepal,NPL,2017,4.737,1293497,3845429,8.7,2.97,Asia
Pakistan,PAK,2017,5.831,6287003,24174203,9.1,3.94,Asia
Philippines,PHL,2017,5.594,2739004,12109063,2.2,2.55,Asia
Saudi Arabia,SAU,2017,6.294,1565697,4807117,6.2,5.89,Asia
Sri Lanka,LKA,2017,4.331,665920,2453265,14.4,4.05,Asia
Tajikistan,TJK,2017,5.829,217225,910702,4.2,6.81,Asia
Thailand,THA,2017,5.939,2472927,8658256,8.4,0.83,Asia
Turkey,TUR,2017,5.607,3517286,11735291,2.3,10.82,Asia
Turkmenistan,TKM,2017,5.229,144359,483631,5.8,3.84,Asia
United Arab Emirates,ARE,2017,7.039,401456,1237869,5.6,2.46,Asia
Uzbekistan,UZB,2017,6.421,954451,3207588,8.8,5.8,Asia
Vietnam,VNM,2017,5.175,2547891,9064990,7.7,1.87,Asia
Yemen,YEM,2017,3.254,1189909,4428332,5.6,13.15,Asia
Afghanistan,AFG,2018,2.694,1382786,5689403,4.1,11.06,Asia
Bangladesh,BGD,2018,4.499,7061528,18050433,3.6,4.29,Asia
Cambodia,KHM,2018,5.122,457286,1938929,4.9,0.13,Asia
China,CHN,2018,5.131,49776887,160124123,8.1,4.3,Asia
India,IND,2018,3.818,49450603,186732831,12.6,5.33,Asia
Indonesia,IDN,2018,5.34,6396089,27214355,2.4,4.4,Asia
Iran,IRN,2018,4.278,4453313,15658251,5.7,12.06,Asia
Iraq,IRQ,2018,4.886,1511239,5841751,3.7,12.87,Asia
Israel,ISR,2018,6.927,383016,1216760,5.4,4,Asia
Japan,JPN,2018,5.794,3258680,12732397,16.7,2.4,Asia
Jordan,JOR,2018,4.639,426911,1573281,1.6,16.29,Asia
Kazakhstan,KAZ,2018,6.008,637130,1810301,19,4.85,Asia
Kyrgyzstan,KGZ,2018,5.297,199442,663768,8,6.79,Asia
Laos,LAO,2018,4.859,179092,799643,5.6,0.64,Asia
Lebanon,LBN,2018,5.167,254166,818750,2.5,6.1,Asia
Malaysia,MYS,2018,5.339,1160075,3665091,5.4,3.3,Asia
Maldives,MDV,2018,5.198,14479,52545,2.9,5.9,Asia
Mongolia,MNG,2018,5.465,128864,348708,18.6,5.38,Asia
Nepal,NPL,2018,4.91,1325121,3898205,8.8,2.9,Asia
Pakistan,PAK,2018,5.472,6546119,24899035,8.9,4.08,Asia
Philippines,PHL,2018,5.869,2806369,12316014,2.2,2.34,Asia
Saudi Arabia,SAU,2018,6.356,1622742,4944747,6.1,6.04,Asia
Sri Lanka,LKA,2018,4.435,674372,2474119,14.2,4.32,Asia
Tajikistan,TJK,2018,5.497,223654,930590,4.2,6.72,Asia
Thailand,THA,2018,6.012,2496652,8684176,8.8,0.77,Asia
Turkey,TUR,2018,5.186,3546719,11770196,2.3,10.89,Asia
Turkmenistan,TKM,2018,4.621,146316,488776,5.7,3.79,Asia
United Arab Emirates,ARE,2018,6.604,408367,1249373,6,2.23,Asia
Uzbekistan,UZB,2018,6.205,972589,3255690,8.6,5.71,Asia
Vietnam,VNM,2018,5.296,2589019,9141356,7.6,1.16,Asia
Yemen,YEM,2018,3.058,1229826,4599040,5.9,13.01,Asia
Afghanistan,AFG,2019,2.375,1435039,5881346,4.1,10.98,Asia
Bahrain,BHR,2019,7.098,77432,222168,8.9,1.56,Asia
Bangladesh,BGD,2019,5.114,7219998,18308625,3.7,4.22,Asia
Cambodia,KHM,2019,4.998,465080,1963974,4.9,0.13,Asia
China,CHN,2019,5.144,50056236,160162694,8.1,4.6,Asia
India,IND,2019,3.249,50059379,187963709,12.7,5.27,Asia
Indonesia,IDN,2019,5.347,6584642,27535856,2.4,3.62,Asia
Iran,IRN,2019,5.006,4434190,15711961,5.2,11.14,Asia
Israel,ISR,2019,7.332,391626,1240267,5.3,3.8,Asia
Japan,JPN,2019,5.908,3256955,12670645,15.3,2.4,Asia
Jordan,JOR,2019,4.453,457274,1655015,1.6,16.85,Asia
Kazakhstan,KAZ,2019,6.272,642565,1833677,17.6,4.8,Asia
Kuwait,KWT,2019,6.106,205939,631554,2.9,2.41,Asia
Kyrgyzstan,KGZ,2019,5.685,202782,674504,7.4,6.72,Asia
Laos,LAO,2019,5.197,182924,811704,5.4,0.62,Asia
Lebanon,LBN,2019,4.024,247505,807971,2.8,6.04,Asia
Malaysia,MYS,2019,5.428,1184287,3715371,5.7,3.31,Asia
Mongolia,MNG,2019,5.563,129667,353270,17.9,5.31,Asia
Nepal,NPL,2019,5.449,1360059,3955151,9,2.85,Asia
Pakistan,PAK,2019,4.443,6886762,25722001,8.9,3.98,Asia
Philippines,PHL,2019,6.268,2884235,12539270,2.2,2.24,Asia
Saudi Arabia,SAU,2019,6.561,1686321,5087952,6,6.13,Asia
Sri Lanka,LKA,2019,4.213,683084,2495793,14,4.27,Asia
Tajikistan,TJK,2019,5.464,231009,952069,4.3,6.66,Asia
Thailand,THA,2019,6.022,2514313,8707630,8.8,0.72,Asia
Turkey,TUR,2019,4.872,3593252,11810598,2.4,13.67,Asia
Turkmenistan,TKM,2019,5.474,148082,494098,5.7,3.74,Asia
United Arab Emirates,ARE,2019,6.711,416251,1262939,6.4,2.28,Asia
Uzbekistan,UZB,2019,6.154,990616,3307343,8,5.65,Asia
Vietnam,VNM,2019,5.467,2629101,9222038,7.5,2.04,Asia
Yemen,YEM,2019,4.197,1273206,4783283,5.8,12.9,Asia
Belgium,BEL,2005,7.262,407050,1464948,20.7,8.44,Europe
Denmark,DNK,2005,8.019,227683,733420,14.8,4.83,Europe
France,FRA,2005,7.093,2780480,10073922,19.1,8.49,Europe
Germany,DEU,2005,6.62,3308532,11954140,13.3,11.17,Europe
Greece,GRC,2005,6.006,749066,1928478,3.7,9.99,Europe
Hungary,HUN,2005,5.194,371724,1196295,26.4,7.19,Europe
Italy,ITA,2005,6.854,2630579,8482501,6.7,7.73,Europe
Netherlands,NLD,2005,7.464,663373,2484568,9.8,5.87,Europe
Poland,POL,2005,5.587,970585,4050547,17.7,17.75,Europe
Romania,ROU,2005,5.049,696905,2472934,12.3,7.17,Europe
Spain,ESP,2005,7.153,2039997,7191628,8,9.15,Europe
Sweden,SWE,2005,7.376,441662,1357293,15.7,7.49,Europe
United Kingdom,GBR,2005,6.984,2825502,8702299,7.9,4.75,Europe
Armenia,ARM,2006,4.289,101910,365158,5.9,10.07,Europe
Austria,AUT,2006,7.122,311706,1251402,16.4,5.24,Europe
Azerbaijan,AZE,2006,4.728,233341,923582,4.7,6.62,Europe
Belarus,BLR,2006,5.658,490063,1320844,40.9,7.7,Europe
Cyprus,CYP,2006,6.238,34893,157431,3.5,4.54,Europe
Estonia,EST,2006,5.371,71421,178764,20.9,5.92,Europe
Finland,FIN,2006,7.672,270052,746557,21,7.72,Europe
France,FRA,2006,6.583,2810741,10117053,18.5,8.45,Europe
Georgia,GEO,2006,3.675,163056,482920,6.2,13.57,Europe
Ireland,IRL,2006,7.144,200332,695954,10.9,4.42,Europe
Latvia,LVA,2006,4.71,110207,298816,23.2,7.03,Europe
Lithuania,LTU,2006,5.954,168136,461401,35.2,5.78,Europe
Moldova,MDA,2006,5.102,155093,533628,19.7,7.38,Europe
Norway,NOR,2006,7.416,165214,713927,12.8,3.4,Europe
Portugal,PRT,2006,5.405,625094,1988677,11.5,7.65,Europe
Slovakia,SVK,2006,5.265,182907,631421,14.5,13.37,Europe
Slovenia,SVN,2006,5.811,86888,249704,27.9,5.95,Europe
Switzerland,CHE,2006,7.473,292139,1206674,18.8,4,Europe
Ukraine,UKR,2006,4.804,2539283,6193825,30.8,6.81,Europe
Albania,ALB,2007,4.634,77157,337580,8.1,15.97,Europe
Armenia,ARM,2007,4.882,102171,361564,5.8,9.81,Europe
Azerbaijan,AZE,2007,4.568,237953,928455,4.9,6.33,Europe
Belarus,BLR,2007,5.617,486022,1307149,36.8,7.01,Europe
Belgium,BEL,2007,7.219,427561,1499977,18.7,7.46,Europe
Bosnia and Herzegovina,BIH,2007,4.9,136289,478029,11.5,28.98,Europe
Bulgaria,BGR,2007,3.844,272740,901360,12.5,6.88,Europe
Croatia,HRV,2007,5.821,172668,534304,18.1,9.91,Europe
Denmark,DNK,2007,7.834,226189,737223,12.6,3.8,Europe
Estonia,EST,2007,5.332,70078,176510,21.4,4.59,Europe
Georgia,GEO,2007,3.707,161522,474238,6.1,13.28,Europe
Germany,DEU,2007,6.417,3339317,12045733,12.4,8.66,Europe
Greece,GRC,2007,6.647,749837,1923982,3,8.4,Europe
Hungary,HUN,2007,4.954,366828,1186328,25,7.41,Europe
Italy,ITA,2007,6.574,2620209,8648643,6.7,6.08,Europe
Latvia,LVA,2007,4.667,108151,293620,20.9,6.05,Europe
Lithuania,LTU,2007,5.808,166039,454111,34.5,4.25,Europe
Moldova,MDA,2007,4.775,154079,528297,17.2,5.07,Europe
Montenegro,MNE,2007,5.196,20743,74137,21,19.4,Europe
Netherlands,NLD,2007,7.452,670090,2502648,8.4,4.15,Europe
Poland,POL,2007,5.886,978064,4047643,15.7,9.6,Europe
Romania,ROU,2007,5.394,689139,2420229,11.6,6.41,Europe
Serbia,SRB,2007,4.75,320905,1072782,18.7,18.06,Europe
Spain,ESP,2007,6.995,2201221,7598610,7.4,8.23,Europe
Sweden,SWE,2007,7.241,450620,1374236,14.5,6.16,Europe
Ukraine,UKR,2007,5.252,2494401,6133505,31.5,6.35,Europe
United Kingdom,GBR,2007,6.802,2839069,8841507,7.6,5.26,Europe
Armenia,ARM,2008,4.652,102407,358095,4.8,13.51,Europe
Austria,AUT,2008,7.181,309922,1257417,15.8,4.13,Europe
Azerbaijan,AZE,2008,4.817,242525,932203,4.7,5.86,Europe
Belarus,BLR,2008,5.463,481195,1292750,36.7,6.42,Europe
Belgium,BEL,2008,7.117,440554,1521685,20.3,6.98,Europe
Denmark,DNK,2008,7.971,225847,739851,13.1,3.68,Europe
Estonia,EST,2008,5.452,68816,174442,19.4,5.46,Europe
Finland,FIN,2008,7.671,277136,766825,20.6,6.37,Europe
France,FRA,2008,7.008,2940643,10172792,18.2,7.06,Europe
Georgia,GEO,2008,4.156,160145,466036,7.5,17.87,Europe
Germany,DEU,2008,6.522,3363403,12127986,12.5,7.53,Europe
Iceland,ISL,2008,6.888,9982,42939,14.8,2.95,Europe
Ireland,IRL,2008,7.568,206880,732533,12.2,6.77,Europe
Italy,ITA,2008,6.78,2610569,8759782,6.9,6.72,Europe
Latvia,LVA,2008,5.145,106084,288385,26.4,7.74,Europe
Lithuania,LTU,2008,5.554,163911,446868,37.8,5.83,Europe
Moldova,MDA,2008,5.503,153186,522863,19.1,3.98,Europe
Netherlands,NLD,2008,7.631,672986,2515427,9,3.65,Europe
Norway,NOR,2008,7.632,165914,726321,11.8,2.55,Europe
Portugal,PRT,2008,5.717,629772,2000326,13.1,7.55,Europe
Spain,ESP,2008,7.294,2305327,7833145,7.8,11.25,Europe
Sweden,SWE,2008,7.516,455658,1383633,15,6.24,Europe
Ukraine,UKR,2008,5.172,2450122,6079224,30.9,6.36,Europe
United Kingdom,GBR,2008,6.986,2849489,8931967,8.1,5.62,Europe
Albania,ALB,2009,5.485,77346,333535,8.1,13.67,Europe
Armenia,ARM,2009,4.178,102474,354743,4.8,18.44,Europe
Azerbaijan,AZE,2009,4.574,247164,936753,4.6,5.74,Europe
Belarus,BLR,2009,5.564,476776,1279520,36.5,6.1,Europe
Bosnia and Herzegovina,BIH,2009,4.963,129611,458651,10.7,24.07,Europe
Croatia,HRV,2009,5.433,170842,530086,18.3,9.2,Europe
Cyprus,CYP,2009,6.833,37106,167609,4.5,5.36,Europe
Denmark,DNK,2009,7.683,225972,743051,12.9,6.41,Europe
Estonia,EST,2009,5.138,67707,172619,23.3,13.55,Europe
France,FRA,2009,6.283,3002859,10196814,18.4,8.74,Europe
Georgia,GEO,2009,3.801,158731,458143,8.5,20.71,Europe
Germany,DEU,2009,6.641,3379353,12187695,12.8,7.74,Europe
Greece,GRC,2009,6.039,749751,1918193,3.6,9.62,Europe
Hungary,HUN,2009,4.895,362755,1176657,25.4,10.03,Europe
Ireland,IRL,2009,7.046,209557,749145,14,12.61,Europe
Italy,ITA,2009,6.334,2606653,8863924,7,7.75,Europe
Latvia,LVA,2009,4.669,104169,283296,26.3,17.52,Europe
Lithuania,LTU,2009,5.467,161953,440179,39.2,13.79,Europe
Luxembourg,LUX,2009,6.958,18579,70615,11.3,5.12,Europe
Malta,MLT,2009,6.328,14832,63927,6.9,6.89,Europe
Moldova,MDA,2009,5.554,152370,517582,19.7,6.4,Europe
Montenegro,MNE,2009,4.801,20807,73944,20.9,19.09,Europe
Poland,POL,2009,5.772,985902,4046304,19.2,8.17,Europe
Romania,ROU,2009,5.368,680981,2368207,12.2,6.86,Europe
Serbia,SRB,2009,4.38,315467,1054921,19.5,16.14,Europe
Slovenia,SVN,2009,5.83,85014,248277,22.5,5.86,Europe
Spain,ESP,2009,6.199,2398727,8030034,7.6,17.86,Europe
Sweden,SWE,2009,7.266,460541,1393442,15.7,8.35,Europe
Switzerland,CHE,2009,7.525,349272,1300252,16,4.12,Europe
Ukraine,UKR,2009,5.166,2411539,6031248,26.3,8.84,Europe
United Kingdom,GBR,2009,6.907,2864659,9023197,8,7.54,Europe
Albania,ALB,2010,5.269,77595,331726,7.8,14.09,Europe
Armenia,ARM,2010,4.368,102699,351914,6.8,19.01,Europe
Austria,AUT,2010,7.303,309753,1261495,16.1,4.82,Europe
Azerbaijan,AZE,2010,4.219,252226,943825,4.6,5.63,Europe
Belarus,BLR,2010,5.526,473805,1268478,35.9,6.11,Europe
Belgium,BEL,2010,6.854,458400,1556502,20.5,8.29,Europe
Bosnia and Herzegovina,BIH,2010,4.669,127045,449842,10.5,27.31,Europe
Bulgaria,BGR,2010,3.912,264261,872482,12.4,10.28,Europe
Croatia,HRV,2010,5.596,170299,528535,18.3,11.62,Europe
Cyprus,CYP,2010,6.387,37979,171119,5.3,6.26,Europe
Denmark,DNK,2010,7.771,226656,746576,11.8,7.75,Europe
Finland,FIN,2010,7.393,282176,782076,18.6,8.39,Europe
France,FRA,2010,6.798,3036532,10229855,18.2,8.87,Europe
Georgia,GEO,2010,4.102,157403,450962,8.3,20.2,Europe
Germany,DEU,2010,6.725,3382849,12205059,13.2,6.97,Europe
Greece,GRC,2010,5.84,747751,1912430,3.5,12.71,Europe
Hungary,HUN,2010,4.725,361338,1172406,25.5,11.17,Europe
Ireland,IRL,2010,7.257,211861,761148,11.9,14.53,Europe
Italy,ITA,2010,6.354,2614116,8939513,6.9,8.36,Europe
Lithuania,LTU,2010,5.066,160233,434151,37.2,17.81,Europe
Luxembourg,LUX,2010,7.097,18830,71840,12,4.36,Europe
Malta,MLT,2010,5.774,14923,64166,7.5,6.85,Europe
Moldova,MDA,2010,5.59,151886,512992,20.5,7.45,Europe
Montenegro,MNE,2010,5.455,20843,73859,20.3,19.65,Europe
Netherlands,NLD,2010,7.502,678444,2546995,9.8,4.99,Europe
Poland,POL,2010,5.887,989691,4044809,18.6,9.64,Europe
Portugal,PRT,2010,5.095,633285,2007196,13.6,10.77,Europe
Romania,ROU,2010,4.909,676721,2344516,13.2,6.96,Europe
Serbia,SRB,2010,4.461,313926,1049030,17.2,19.22,Europe
Slovakia,SVK,2010,6.052,183571,627909,13.6,14.38,Europe
Slovenia,SVN,2010,6.083,84682,248142,20.7,7.24,Europe
Spain,ESP,2010,6.188,2462794,8148678,6.9,19.86,Europe
Sweden,SWE,2010,7.496,464643,1403167,14.7,8.61,Europe
Ukraine,UKR,2010,5.058,2383623,5985894,24.5,8.1,Europe
United Kingdom,GBR,2010,7.029,2887210,9106137,7.8,7.79,Europe
Albania,ALB,2011,5.867,77919,330397,7.9,13.48,Europe
Armenia,ARM,2011,4.26,103074,349644,6.8,18.44,Europe
Austria,AUT,2011,7.471,311397,1265800,16.5,4.56,Europe
Azerbaijan,AZE,2011,4.68,258203,953355,4.5,5.42,Europe
Belarus,BLR,2011,5.225,471715,1258736,36.2,6.08,Europe
Belgium,BEL,2011,7.111,460773,1567435,21.1,7.14,Europe
Bosnia and Herzegovina,BIH,2011,4.995,125157,442335,10.6,27.58,Europe
Bulgaria,BGR,2011,3.875,261513,861461,11,11.26,Europe
Croatia,HRV,2011,5.385,169865,527112,16.4,13.68,Europe
Cyprus,CYP,2011,6.69,38958,174704,4.3,7.86,Europe
Denmark,DNK,2011,7.788,228063,750877,12.6,7.77,Europe
Estonia,EST,2011,5.487,66079,169815,18.2,12.33,Europe
Finland,FIN,2011,7.354,279887,782525,17.9,7.78,Europe
France,FRA,2011,6.959,3028282,10253844,18,8.81,Europe
Georgia,GEO,2011,4.203,156368,444197,8.7,19.63,Europe
Germany,DEU,2011,6.621,3385303,12196674,13.2,5.82,Europe
Greece,GRC,2011,5.372,732223,1892040,4.4,17.87,Europe
Hungary,HUN,2011,4.918,360910,1168798,25.1,11.03,Europe
Ireland,IRL,2011,7.007,213136,769442,12.5,15.35,Europe
Italy,ITA,2011,6.057,2627450,8989694,7.4,8.36,Europe
Latvia,LVA,2011,4.967,101285,274075,22.7,16.21,Europe
Lithuania,LTU,2011,5.432,158520,428049,38.1,15.39,Europe
Luxembourg,LUX,2011,7.101,19208,73319,11.9,4.9,Europe
Malta,MLT,2011,6.155,15070,64430,6.8,6.38,Europe
Moldova,MDA,2011,5.792,151677,509232,15.3,6.68,Europe
Montenegro,MNE,2011,5.223,20874,73776,20.9,19.67,Europe
Netherlands,NLD,2011,7.564,680215,2572915,10.1,4.98,Europe
