Entity,Code,Year,"Suicide mortality rate per 100,000 population",Continent
Italy,ITA,2015,7.1,Europe
Latvia,LVA,2015,21.6,Europe
Lithuania,LTU,2015,34.9,Europe
Luxembourg,LUX,2015,12.2,Europe
Malta,MLT,2015,7.2,Europe
Moldova,MDA,2015,16.2,Europe
Montenegro,MNE,2015,20.7,Europe
Netherlands,NLD,2015,11.8,Europe
Norway,NOR,2015,12.5,Europe
Poland,POL,2015,15.9,Europe
Portugal,PRT,2015,13.2,Europe
Romania,ROU,2015,11.5,Europe
Serbia,SRB,2015,16.4,Europe
Slovakia,SVK,2015,12.4,Europe
Slovenia,SVN,2015,21,Europe
Spain,ESP,2015,7.9,Europe
Sweden,SWE,2015,15.7,Europe
Switzerland,CHE,2015,15,Europe
Ukraine,UKR,2015,21.6,Europe
United Kingdom,GBR,2015,8.8,Europe
Albania,ALB,2016,4.7,Europe
Armenia,ARM,2016,5.7,Europe
Austria,AUT,2016,15.5,Europe
Azerbaijan,AZE,2016,4,Europe
Belarus,BLR,2016,24.2,Europe
Belgium,BEL,2016,19.3,Europe
Bosnia and Herzegovina,BIH,2016,10.5,Europe
Bulgaria,BGR,2016,9.7,Europe
Croatia,HRV,2016,16.4,Europe
Cyprus,CYP,2016,4.6,Europe
Denmark,DNK,2016,10.9,Europe
Estonia,EST,2016,15.7,Europe
Finland,FIN,2016,15.2,Europe
France,FRA,2016,14.9,Europe
Georgia,GEO,2016,10.7,Europe
Germany,DEU,2016,13,Europe
Greece,GRC,2016,4.7,Europe
Hungary,HUN,2016,18.7,Europe
Iceland,ISL,2016,13,Europe
Ireland,IRL,2016,10,Europe
Italy,ITA,2016,6.6,Europe
Latvia,LVA,2016,21.3,Europe
Lithuania,LTU,2016,32.8,Europe
Luxembourg,LUX,2016,10.2,Europe
Malta,MLT,2016,5.8,Europe
Moldova,MDA,2016,15.9,Europe
Montenegro,MNE,2016,20.8,Europe
Netherlands,NLD,2016,11.9,Europe
Norway,NOR,2016,12.6,Europe
Poland,POL,2016,13.8,Europe
Portugal,PRT,2016,11.4,Europe
Romania,ROU,2016,10.2,Europe
Serbia,SRB,2016,15.2,Europe
Slovakia,SVK,2016,12.3,Europe
Slovenia,SVN,2016,19,Europe
Spain,ESP,2016,7.8,Europe
Sweden,SWE,2016,14.6,Europe
Switzerland,CHE,2016,14.1,Europe
Ukraine,UKR,2016,21.4,Europe
United Kingdom,GBR,2016,8.5,Europe
Albania,ALB,2017,4.7,Europe
Armenia,ARM,2017,3,Europe
Austria,AUT,2017,15.4,Europe
Azerbaijan,AZE,2017,4,Europe
Belarus,BLR,2017,23.3,Europe
Belgium,BEL,2017,18.9,Europe
Bosnia and Herzegovina,BIH,2017,10.5,Europe
Bulgaria,BGR,2017,10.3,Europe
Croatia,HRV,2017,15.7,Europe
Cyprus,CYP,2017,3.7,Europe
Denmark,DNK,2017,11.3,Europe
Estonia,EST,2017,18.7,Europe
Finland,FIN,2017,15.9,Europe
France,FRA,2017,14.6,Europe
Georgia,GEO,2017,9.6,Europe
Germany,DEU,2017,12.6,Europe
Greece,GRC,2017,5.1,Europe
Hungary,HUN,2017,17.5,Europe
Iceland,ISL,2017,12.2,Europe
Ireland,IRL,2017,10,Europe
Italy,ITA,2017,7.1,Europe
Latvia,LVA,2017,21.4,Europe
Lithuania,LTU,2017,29.7,Europe
Luxembourg,LUX,2017,9.8,Europe
Malta,MLT,2017,5.5,Europe
Moldova,MDA,2017,14.9,Europe
Montenegro,MNE,2017,21.1,Europe
Netherlands,NLD,2017,12.1,Europe
Norway,NOR,2017,12.1,Europe
Poland,POL,2017,13.3,Europe
Portugal,PRT,2017,12,Europe
Romania,ROU,2017,10.1,Europe
Serbia,SRB,2017,0.6,Europe
Slovakia,SVK,2017,12.3,Europe
Slovenia,SVN,2017,20.9,Europe
Spain,ESP,2017,8.2,Europe
Sweden,SWE,2017,15,Europe
Switzerland,CHE,2017,14.6,Europe
Ukraine,UKR,2017,20.6,Europe
United Kingdom,GBR,2017,8.2,Europe
Albania,ALB,2018,4.5,Europe
Armenia,ARM,2018,2.1,Europe
Austria,AUT,2018,15.7,Europe
Azerbaijan,AZE,2018,4,Europe
Belarus,BLR,2018,22.8,Europe
Belgium,BEL,2018,18.7,Europe
Bosnia and Herzegovina,BIH,2018,10.8,Europe
Bulgaria,BGR,2018,9.7,Europe
Croatia,HRV,2018,16.4,Europe
Cyprus,CYP,2018,4.2,Europe
Denmark,DNK,2018,11.4,Europe
Estonia,EST,2018,15.3,Europe
Finland,FIN,2018,16.2,Europe
France,FRA,2018,14.2,Europe
Georgia,GEO,2018,9.4,Europe
Germany,DEU,2018,12.9,Europe
Greece,GRC,2018,5.1,Europe
Hungary,HUN,2018,17.7,Europe
Ireland,IRL,2018,9.9,Europe
Italy,ITA,2018,6.7,Europe
Latvia,LVA,2018,18.1,Europe
Lithuania,LTU,2018,27.4,Europe
Luxembourg,LUX,2018,10.6,Europe
Malta,MLT,2018,6,Europe
Moldova,MDA,2018,14.4,Europe
Montenegro,MNE,2018,21.2,Europe
Netherlands,NLD,2018,11.4,Europe
Norway,NOR,2018,12,Europe
Poland,POL,2018,12.7,Europe
Portugal,PRT,2018,11.7,Europe
Romania,ROU,2018,10.2,Europe
Serbia,SRB,2018,11.3,Europe
Slovakia,SVK,2018,12.2,Europe
Slovenia,SVN,2018,17.8,Europe
Spain,ESP,2018,7.8,Europe
Sweden,SWE,2018,14.9,Europe
Switzerland,CHE,2018,14.5,Europe
Ukraine,UKR,2018,21.9,Europe
United Kingdom,GBR,2018,8.1,Europe
Albania,ALB,2019,4.3,Europe
Armenia,ARM,2019,3.3,Europe
Austria,AUT,2019,14.6,Europe
Azerbaijan,AZE,2019,4.1,Europe
Belarus,BLR,2019,21.2,Europe
Belgium,BEL,2019,18.3,Europe
Bosnia and Herzegovina,BIH,2019,10.9,Europe
Bulgaria,BGR,2019,9.7,Europe
Croatia,HRV,2019,16.4,Europe
Cyprus,CYP,2019,3.6,Europe
Denmark,DNK,2019,10.7,Europe
Estonia,EST,2019,14.9,Europe
Finland,FIN,2019,15.3,Europe
France,FRA,2019,13.8,Europe
Georgia,GEO,2019,9.2,Europe
Germany,DEU,2019,12.3,Europe
Greece,GRC,2019,5.1,Europe
Hungary,HUN,2019,16.6,Europe
Iceland,ISL,2019,11.9,Europe
Ireland,IRL,2019,9.6,Europe
Italy,ITA,2019,6.7,Europe
Latvia,LVA,2019,20.1,Europe
Lithuania,LTU,2019,26.1,Europe
Luxembourg,LUX,2019,11.3,Europe
Malta,MLT,2019,6.1,Europe
Moldova,MDA,2019,14.7,Europe
Montenegro,MNE,2019,21,Europe
Netherlands,NLD,2019,11.8,Europe
Norway,NOR,2019,11.8,Europe
Poland,POL,2019,11.3,Europe
Portugal,PRT,2019,11.5,Europe
Romania,ROU,2019,9.7,Europe
Serbia,SRB,2019,11.4,Europe
Slovakia,SVK,2019,12.1,Europe
Slovenia,SVN,2019,19.8,Europe
Spain,ESP,2019,7.7,Europe
Sweden,SWE,2019,14.7,Europe
Switzerland,CHE,2019,14.5,Europe
Ukraine,UKR,2019,21.6,Europe
United Kingdom,GBR,2019,7.9,Europe
Canada,CAN,2005,12.2,North America
Mexico,MEX,2005,4.1,North America
Costa Rica,CRI,2006,8.4,North America
Cuba,CUB,2006,12.7,North America
Dominican Republic,DOM,2006,4.7,North America
El Salvador,SLV,2006,6.6,North America
Guatemala,GTM,2006,10.7,North America
Haiti,HTI,2006,9.6,North America
Honduras,HND,2006,2.2,North America
Jamaica,JAM,2006,1.5,North America
Nicaragua,NIC,2006,4.6,North America
Panama,PAN,2006,5.7,North America
Trinidad and Tobago,TTO,2006,11.3,North America
Belize,BLZ,2007,5.2,North America
Canada,CAN,2007,11.5,North America
Costa Rica,CRI,2007,5.7,North America
Dominican Republic,DOM,2007,4.8,North America
El Salvador,SLV,2007,7.9,North America
Guatemala,GTM,2007,8.3,North America
Honduras,HND,2007,2.1,North America
Mexico,MEX,2007,4.1,North America
Nicaragua,NIC,2007,4.9,North America
Panama,PAN,2007,4.9,North America
Canada,CAN,2008,11.5,North America
Costa Rica,CRI,2008,5.5,North America
Dominican Republic,DOM,2008,4.8,North America
El Salvador,SLV,2008,6.8,North America
Guatemala,GTM,2008,8,North America
Haiti,HTI,2008,10.1,North America
Honduras,HND,2008,2.1,North America
Mexico,MEX,2008,4.4,North America
Nicaragua,NIC,2008,5.1,North America
Panama,PAN,2008,5.4,North America
Trinidad and Tobago,TTO,2008,13.7,North America
Canada,CAN,2009,12,North America
Costa Rica,CRI,2009,5.6,North America
Dominican Republic,DOM,2009,4.9,North America
El Salvador,SLV,2009,8.6,North America
Guatemala,GTM,2009,7.9,North America
Honduras,HND,2009,2,North America
Mexico,MEX,2009,4.6,North America
Nicaragua,NIC,2009,5,North America
Panama,PAN,2009,4.8,North America
Canada,CAN,2010,12.1,North America
Costa Rica,CRI,2010,6.9,North America
Dominican Republic,DOM,2010,4.7,North America
El Salvador,SLV,2010,6.1,North America
Guatemala,GTM,2010,7.3,North America
Haiti,HTI,2010,10.9,North America
Honduras,HND,2010,2,North America
Mexico,MEX,2010,4.5,North America
Nicaragua,NIC,2010,4.8,North America
Panama,PAN,2010,4.2,North America
Canada,CAN,2011,11.3,North America
Costa Rica,CRI,2011,6.9,North America
Dominican Republic,DOM,2011,4.9,North America
El Salvador,SLV,2011,8,North America
Guatemala,GTM,2011,6.6,North America
Haiti,HTI,2011,10.1,North America
Honduras,HND,2011,1.9,North America
Jamaica,JAM,2011,2.2,North America
Mexico,MEX,2011,5.2,North America
Nicaragua,NIC,2011,5.5,North America
Panama,PAN,2011,3.8,North America
Trinidad and Tobago,TTO,2011,9.9,North America
Canada,CAN,2012,11.8,North America
Costa Rica,CRI,2012,6.6,North America
Dominican Republic,DOM,2012,5.2,North America
El Salvador,SLV,2012,6.8,North America
Guatemala,GTM,2012,6.1,North America
Haiti,HTI,2012,10,North America
Honduras,HND,2012,3.3,North America
Mexico,MEX,2012,4.9,North America
Nicaragua,NIC,2012,4.4,North America
Panama,PAN,2012,3.6,North America
Canada,CAN,2013,12.1,North America
Costa Rica,CRI,2013,6.7,North America
Dominican Republic,DOM,2013,5.5,North America
El Salvador,SLV,2013,6.4,North America
Guatemala,GTM,2013,5.9,North America
Haiti,HTI,2013,9.9,North America
Honduras,HND,2013,3.2,North America
Jamaica,JAM,2013,2,North America
Mexico,MEX,2013,5.2,North America
Nicaragua,NIC,2013,5.3,North America
Panama,PAN,2013,3.4,North America
Trinidad and Tobago,TTO,2013,10.9,North America
Belize,BLZ,2014,6,North America
Canada,CAN,2014,12.7,North America
Costa Rica,CRI,2014,5.6,North America
Dominican Republic,DOM,2014,6.1,North America
El Salvador,SLV,2014,5.8,North America
Guatemala,GTM,2014,5.8,North America
Haiti,HTI,2014,10,North America
Honduras,HND,2014,3.4,North America
Jamaica,JAM,2014,2.2,North America
Mexico,MEX,2014,5.7,North America
Nicaragua,NIC,2014,4.5,North America
Panama,PAN,2014,4.1,North America
Canada,CAN,2015,13,North America
Costa Rica,CRI,2015,6.7,North America
Dominican Republic,DOM,2015,6.4,North America
El Salvador,SLV,2015,6.9,North America
Guatemala,GTM,2015,5.8,North America
Haiti,HTI,2015,10,North America
Honduras,HND,2015,4,North America
Mexico,MEX,2015,5.6,North America
Nicaragua,NIC,2015,4.2,North America
Panama,PAN,2015,2.9,North America
Canada,CAN,2016,11.9,North America
Costa Rica,CRI,2016,7.7,North America
Dominican Republic,DOM,2016,6.4,North America
El Salvador,SLV,2016,5.7,North America
Guatemala,GTM,2016,5.7,North America
Haiti,HTI,2016,9.8,North America
Honduras,HND,2016,2,North America
Mexico,MEX,2016,5.6,North America
Nicaragua,NIC,2016,4.4,North America
Panama,PAN,2016,3.3,North America
Canada,CAN,2017,13,North America
Costa Rica,CRI,2017,6.1,North America
Dominican Republic,DOM,2017,5.7,North America
El Salvador,SLV,2017,6.1,North America
Guatemala,GTM,2017,5.6,North America
Haiti,HTI,2017,9.7,North America
Honduras,HND,2017,2.1,North America
Jamaica,JAM,2017,2.3,North America
Mexico,MEX,2017,5.9,North America
Nicaragua,NIC,2017,4.4,North America
Panama,PAN,2017,3.2,North America
Trinidad and Tobago,TTO,2017,9.5,North America
Canada,CAN,2018,12,North America
Costa Rica,CRI,2018,7.2,North America
Dominican Republic,DOM,2018,5.2,North America
El Salvador,SLV,2018,6,North America
Guatemala,GTM,2018,6,North America
Haiti,HTI,2018,9.7,North America
Honduras,HND,2018,2,North America
Mexico,MEX,2018,5.4,North America
Nicaragua,NIC,2018,4.5,North America
Panama,PAN,2018,2.9,North America
Canada,CAN,2019,11.8,North America
Costa Rica,CRI,2019,8.1,North America
Dominican Republic,DOM,2019,4.9,North America
El Salvador,SLV,2019,6.1,North America
Guatemala,GTM,2019,5.9,North America
Honduras,HND,2019,2.1,North America
Jamaica,JAM,2019,2.4,North America
Mexico,MEX,2019,5.3,North America
Nicaragua,NIC,2019,4.4,North America
Panama,PAN,2019,2.9,North America
Australia,AUS,2005,11.2,Oceania
New Zealand,NZL,2006,13.1,Oceania
Australia,AUS,2007,10.9,Oceania
New Zealand,NZL,2007,12.3,Oceania
Australia,AUS,2008,11.6,Oceania
New Zealand,NZL,2008,12.4,Oceania
Australia,AUS,2010,11.7,Oceania
New Zealand,NZL,2010,12.6,Oceania
Australia,AUS,2011,11.2,Oceania
New Zealand,NZL,2011,11.4,Oceania
Australia,AUS,2012,11.7,Oceania
New Zealand,NZL,2012,12.7,Oceania
Australia,AUS,2013,11.5,Oceania
New Zealand,NZL,2013,12.2,Oceania
Australia,AUS,2014,12.7,Oceania
New Zealand,NZL,2014,11.3,Oceania
Australia,AUS,2015,13.2,Oceania
New Zealand,NZL,2015,11.7,Oceania
Australia,AUS,2016,12.2,Oceania
New Zealand,NZL,2016,12.2,Oceania
Australia,AUS,2017,13.1,Oceania
New Zealand,NZL,2017,12.7,Oceania
Australia,AUS,2018,12.4,Oceania
New Zealand,NZL,2018,11.4,Oceania
Australia,AUS,2019,12.5,Oceania
New Zealand,NZL,2019,11,Oceania
Brazil,BRA,2005,4.7,South America
Venezuela,VEN,2005,4.4,South America
Argentina,ARG,2006,8.6,South America
Bolivia,BOL,2006,5.9,South America
Chile,CHL,2006,10,South America
Colombia,COL,2006,4.1,South America
Ecuador,ECU,2006,10,South America
Paraguay,PRY,2006,4.2,South America
Peru,PER,2006,2.7,South America
Uruguay,URY,2006,15.5,South America
Venezuela,VEN,2006,3.9,South America
Argentina,ARG,2007,8.3,South America
Bolivia,BOL,2007,6.1,South America
Brazil,BRA,2007,4.9,South America
Chile,CHL,2007,11,South America
Colombia,COL,2007,4.1,South America
Ecuador,ECU,2007,10.2,South America
Guyana,GUY,2007,30.9,South America
Paraguay,PRY,2007,3.8,South America
Peru,PER,2007,2.6,South America
Uruguay,URY,2007,17.4,South America
Argentina,ARG,2008,8.7,South America
Bolivia,BOL,2008,6,South America
Brazil,BRA,2008,5.1,South America
Chile,CHL,2008,12.2,South America
Colombia,COL,2008,4.2,South America
Ecuador,ECU,2008,10.5,South America
Paraguay,PRY,2008,3.6,South America
Peru,PER,2008,2.7,South America
Uruguay,URY,2008,15.1,South America
Venezuela,VEN,2008,3.5,South America
Argentina,ARG,2009,8.4,South America
Bolivia,BOL,2009,6,South America
Brazil,BRA,2009,5.1,South America
Chile,CHL,2009,12.7,South America
Colombia,COL,2009,4.1,South America
Ecuador,ECU,2009,10.5,South America
Paraguay,PRY,2009,4.4,South America
Peru,PER,2009,3.3,South America
Uruguay,URY,2009,15,South America
Venezuela,VEN,2009,3.2,South America
Argentina,ARG,2010,8.6,South America
Bolivia,BOL,2010,6,South America
Brazil,BRA,2010,5,South America
Chile,CHL,2010,11.6,South America
Colombia,COL,2010,3.8,South America
Ecuador,ECU,2010,9.9,South America
Paraguay,PRY,2010,3.5,South America
Peru,PER,2010,3.5,South America
Uruguay,URY,2010,16,South America
Venezuela,VEN,2010,3.4,South America
Argentina,ARG,2011,8.5,South America
Bolivia,BOL,2011,6.1,South America
Brazil,BRA,2011,5.2,South America
Chile,CHL,2011,11.7,South America
Colombia,COL,2011,3.7,South America
Ecuador,ECU,2011,9.8,South America
Paraguay,PRY,2011,4.6,South America
Peru,PER,2011,3.3,South America
Uruguay,URY,2011,16.8,South America
Venezuela,VEN,2011,3.6,South America
Argentina,ARG,2012,9.1,South America
Bolivia,BOL,2012,6,South America
Brazil,BRA,2012,5.4,South America
Chile,CHL,2012,10.5,South America
Colombia,COL,2012,3.8,South America
Ecuador,ECU,2012,10.1,South America
Paraguay,PRY,2012,4.6,South America
Peru,PER,2012,3.2,South America
Suriname,SUR,2012,25.2,South America
Uruguay,URY,2012,17.8,South America
Venezuela,VEN,2012,3.2,South America
Argentina,ARG,2013,8.6,South America
Bolivia,BOL,2013,6,South America
Brazil,BRA,2013,5.6,South America
Chile,CHL,2013,9.8,South America
Colombia,COL,2013,3.7,South America
Ecuador,ECU,2013,9.6,South America
Paraguay,PRY,2013,4.9,South America
Peru,PER,2013,3.1,South America
Uruguay,URY,2013,15.8,South America
Venezuela,VEN,2013,2.5,South America
Argentina,ARG,2014,9.3,South America
Bolivia,BOL,2014,6.2,South America
Brazil,BRA,2014,5.6,South America
Chile,CHL,2014,9.9,South America
Colombia,COL,2014,3.8,South America
Ecuador,ECU,2014,8.8,South America
Paraguay,PRY,2014,5.9,South America
Peru,PER,2014,2.9,South America
Uruguay,URY,2014,17.4,South America
Venezuela,VEN,2014,2.1,South America
Argentina,ARG,2015,8.3,South America
Bolivia,BOL,2015,6.4,South America
Brazil,BRA,2015,5.9,South America
Chile,CHL,2015,10,South America
Colombia,COL,2015,4.1,South America
Ecuador,ECU,2015,8.8,South America
Paraguay,PRY,2015,5.7,South America
Peru,PER,2015,2.7,South America
Uruguay,URY,2015,18.6,South America
Venezuela,VEN,2015,2.3,South America
Argentina,ARG,2016,8.3,South America
Bolivia,BOL,2016,6.6,South America
Brazil,BRA,2016,6,South America
Chile,CHL,2016,10,South America
Colombia,COL,2016,4.2,South America
Ecuador,ECU,2016,9,South America
Paraguay,PRY,2016,5.3,South America
Peru,PER,2016,2.6,South America
Uruguay,URY,2016,21.1,South America
Venezuela,VEN,2016,2.2,South America
Argentina,ARG,2017,8.9,South America
Bolivia,BOL,2017,6.4,South America
Brazil,BRA,2017,6.6,South America
Chile,CHL,2017,9.3,South America
Colombia,COL,2017,4.7,South America
Ecuador,ECU,2017,9.2,South America
Paraguay,PRY,2017,6.1,South America
Peru,PER,2017,2.7,South America
Uruguay,URY,2017,20.8,South America
Venezuela,VEN,2017,2.2,South America
Argentina,ARG,2018,9.2,South America
Bolivia,BOL,2018,6.3,South America
Brazil,BRA,2018,7,South America
Chile,CHL,2018,8.8,South America
Colombia,COL,2018,4,South America
Ecuador,ECU,2018,8.1,South America
Peru,PER,2018,2.8,South America
Uruguay,URY,2018,21.2,South America
Venezuela,VEN,2018,2.2,South America
Argentina,ARG,2019,8.4,South America
Bolivia,BOL,2019,6.2,South America
Brazil,BRA,2019,6.9,South America
Chile,CHL,2019,9,South America
Colombia,COL,2019,3.9,South America
Ecuador,ECU,2019,7.6,South America
Paraguay,PRY,2019,6,South America
Peru,PER,2019,2.8,South America
Uruguay,URY,2019,21.2,South America
Venezuela,VEN,2019,2.1,South America